customer_key,prefix,first_name,last_name,birth_date,marital_status,gender,annual_income,total_children,education_level,occupation,home_owner,income_sort
11258,MR.,XAVIER,HILL,6/28/1933,M,M,"$120,000 ",1,Graduate Degree,Management,Y,13
11259,MRS.,VICTORIA,STEWART,3/27/1965,M,F,"$100,000 ",4,Partial College,Professional,Y,11
11260,MRS.,KATELYN,KELLY,4/12/1965,M,F,"$110,000 ",2,Bachelors,Management,Y,12
11261,MRS.,STEPHANIE,COLLINS,4/24/1965,M,F,"$130,000 ",1,Graduate Degree,Management,Y,14
11262,MRS.,JENNIFER,SIMMONS,5/4/1964,M,F,"$80,000 ",4,Bachelors,Management,Y,9
11263,MRS.,TRINITY,RICHARDSON,9/11/1964,M,F,"$90,000 ",5,Partial College,Professional,Y,10
11264,MR.,EDUARDO,MARTIN,6/17/1964,S,M,"$90,000 ",5,Partial College,Professional,N,10
11265,MRS.,ELIZABETH,JONES,7/13/1964,M,F,"$90,000 ",5,Partial College,Professional,Y,10
11266,MS.,TAYLOR,HOWARD,5/5/1964,S,F,"$90,000 ",0,Partial College,Professional,N,10
11267,MR.,DAVID,DIAZ,10/2/1964,S,M,"$120,000 ",4,Partial College,Professional,Y,13
11268,MRS.,KATELYN,CARTER,5/3/1964,M,F,"$130,000 ",2,Graduate Degree,Management,Y,14
11269,MR.,RYAN,FOSTER,10/13/1964,M,M,"$130,000 ",2,Graduate Degree,Management,Y,14
11270,MR.,ROBERT,LEE,5/4/1964,M,M,"$130,000 ",2,Graduate Degree,Management,Y,14
11271,MRS.,DANIELLE,REED,6/5/1964,S,F,"$150,000 ",2,Bachelors,Management,N,15
11272,MRS.,LAUREN,MARTINEZ,11/10/1956,S,F,"$70,000 ",4,Partial College,Professional,Y,8
11273,MR.,NATHAN,LAL,10/1/1956,M,M,"$90,000 ",2,Partial College,Professional,Y,10
11274,MR.,KYLE,FOSTER,4/12/1934,M,M,"$50,000 ",2,Graduate Degree,Management,Y,6
11275,MRS.,JENNY,RAI,1/18/1934,M,F,"$80,000 ",4,Graduate Degree,Management,Y,9
11276,MRS.,NANCY,CHAPMAN,9/19/1963,M,F,"$80,000 ",4,Partial College,Professional,Y,9
11277,MR.,CHARLES,JACKSON,6/10/1963,M,M,"$80,000 ",4,Partial College,Professional,Y,9
11278,MR.,JONATHAN,PHILLIPS,8/20/1963,S,M,"$90,000 ",0,Partial College,Professional,N,10
11279,MS.,AMANDA,COOK,9/12/1963,M,F,"$90,000 ",0,Partial College,Professional,Y,10
11280,MR.,ROBERT,COLLINS,8/21/1963,M,M,"$90,000 ",0,Partial College,Professional,Y,10
11281,MRS.,MEGAN,BARNES,10/10/1963,S,F,"$110,000 ",4,Bachelors,Management,Y,12
11282,MR.,CHRISTIAN,THOMAS,1/16/1962,M,M,"$90,000 ",5,Partial College,Professional,Y,10
11283,MR.,ARTURO,LAL,10/26/1962,M,M,"$110,000 ",1,Bachelors,Management,Y,12
11284,MRS.,THERESA,SERRANO,3/27/1962,M,F,"$110,000 ",1,Bachelors,Management,Y,12
11285,MR.,JEREMY,ANDERSON,3/19/1962,M,M,"$120,000 ",1,Partial College,Professional,N,13
11286,MR.,HUNTER,GRIFFIN,3/3/1962,M,M,"$170,000 ",0,Graduate Degree,Management,Y,17
11287,MR.,HENRY,GARCIA,1/16/1961,M,M,"$70,000 ",5,Partial College,Professional,N,8
11288,MRS.,CINDY,SANCHEZ,9/16/1961,M,F,"$110,000 ",1,Bachelors,Management,Y,12
11289,MRS.,MARIA,CARTER,3/7/1961,M,F,"$130,000 ",1,Bachelors,Management,Y,14
11290,MRS.,KATELYN,SANCHEZ,8/18/1961,M,F,"$130,000 ",1,Bachelors,Management,Y,14
11291,MRS.,JENNA,WRIGHT,5/5/1961,M,F,"$130,000 ",1,Bachelors,Management,Y,14
11292,MR.,SETH,PHILLIPS,11/5/1961,S,M,"$150,000 ",1,Partial College,Professional,N,15
11293,MR.,LUKE,LONG,5/27/1955,S,M,"$60,000 ",2,High School,Professional,N,7
11294,MR.,DALTON,CLARK,9/3/1955,M,M,"$60,000 ",2,High School,Professional,N,7
11295,MRS.,TAYLOR,LEWIS,5/16/1954,S,F,"$80,000 ",2,Partial High School,Skilled Manual,Y,9
11296,MRS.,HALEY,RICHARDSON,10/7/1935,S,F,"$50,000 ",2,Graduate Degree,Management,Y,6
11297,MR.,NOAH,COLEMAN,2/2/1935,S,M,"$70,000 ",4,Graduate Degree,Management,Y,8
11298,MR.,JON,LUO,3/3/1935,M,M,"$70,000 ",4,Graduate Degree,Management,Y,8
11299,MR.,ORLANDO,VAZQUEZ,4/1/1936,M,M,"$70,000 ",4,Graduate Degree,Management,Y,8
11300,MR.,FERNANDO,BARNES,3/3/1960,M,M,"$80,000 ",5,Partial College,Professional,N,9
11301,MR.,CAMERON,RODRIGUEZ,6/9/1960,M,M,"$80,000 ",5,Partial College,Professional,Y,9
11302,MR.,SPENCER,RUSSELL,12/12/1960,S,M,"$90,000 ",4,High School,Professional,N,10
11303,MRS.,JULIA,COLEMAN,10/11/1960,S,F,"$90,000 ",4,High School,Professional,N,10
11304,MS.,JULIA,GARCIA,3/17/1960,M,F,"$100,000 ",0,Partial College,Professional,Y,11
11305,MR.,SEAN,EVANS,6/19/1960,M,M,"$110,000 ",3,Partial College,Professional,N,12
11306,MR.,MICAH,ZHOU,6/22/1960,M,M,"$110,000 ",3,Partial College,Professional,N,12
11307,MR.,HUNTER,RODRIGUEZ,11/4/1954,M,M,"$80,000 ",2,Partial High School,Skilled Manual,Y,9
11308,MR.,IAN,GONZALES,3/5/1954,M,M,"$60,000 ",2,High School,Professional,N,7
11309,MRS.,VICTORIA,LEWIS,6/12/1954,S,F,"$60,000 ",2,High School,Professional,Y,7
11310,MRS.,ERIN,SANDERS,7/9/1953,S,F,"$70,000 ",3,Graduate Degree,Management,Y,8
11311,MRS.,GABRIELLE,LOPEZ,8/24/1953,S,F,"$70,000 ",3,Graduate Degree,Management,N,8
11312,MRS.,SARA,RICHARDSON,4/3/1953,S,F,"$70,000 ",3,Graduate Degree,Management,Y,8
11313,MR.,TREVOR,JENKINS,2/27/1953,S,M,"$70,000 ",3,Graduate Degree,Management,Y,8
11315,MRS.,HAILEY,WARD,10/1/1953,S,F,"$70,000 ",3,Graduate Degree,Management,N,8
11316,MR.,LUKE,ALLEN,11/17/1953,M,M,"$60,000 ",3,Graduate Degree,Management,Y,7
11317,MRS.,VICTORIA,RUSSELL,9/17/1952,S,F,"$40,000 ",3,Partial College,Professional,N,5
11318,MRS.,JESSICA,WILSON,10/26/1952,S,F,"$40,000 ",3,Partial College,Professional,N,5
11319,MRS.,JADE,BAILEY,4/27/1937,M,F,"$70,000 ",4,Graduate Degree,Management,N,8
11320,MRS.,MORGAN,HILL,6/26/1937,M,F,"$80,000 ",4,Graduate Degree,Management,Y,9
11321,MR.,TERRANCE,RAMAN,7/8/1938,M,M,"$90,000 ",5,Bachelors,Management,Y,10
11322,MRS.,SYDNEY,GARCIA,3/15/1938,M,F,"$90,000 ",5,Bachelors,Management,Y,10
11323,MR.,JOSE,PATTERSON,6/20/1938,S,M,"$120,000 ",2,Graduate Degree,Management,Y,13
11324,MR.,ZACHARY,ANDERSON,5/14/1939,M,M,"$90,000 ",5,Bachelors,Management,Y,10
11325,MR.,ELIJAH,ROSS,7/2/1939,S,M,"$90,000 ",5,Bachelors,Management,Y,10
11326,MR.,RAFAEL,XIE,6/26/1939,M,M,"$130,000 ",2,Bachelors,Management,Y,14
11327,MR.,JAIME,MORENO,3/4/1940,M,M,"$90,000 ",5,Bachelors,Management,Y,10
11328,MR.,JULIAN,GRIFFIN,1/1/1940,M,M,"$90,000 ",5,Bachelors,Management,Y,10
11329,MR.,ANDY,ALVAREZ,7/25/1940,S,M,"$90,000 ",5,Bachelors,Management,Y,10
11330,MR.,RYAN,THOMPSON,5/13/1940,M,M,"$110,000 ",2,Graduate Degree,Management,Y,12
11331,MRS.,SAMANTHA,JENKINS,7/6/1968,M,F,"$90,000 ",4,Partial College,Skilled Manual,Y,10
11332,MRS.,DEANNA,RAMOS,10/4/1962,S,F,"$10,000 ",1,Graduate Degree,Manual,Y,1
11333,MRS.,EMILY,MILLER,7/10/1962,M,F,"$20,000 ",1,Graduate Degree,Clerical,Y,2
11334,MRS.,NICOLE,BROWN,3/22/1961,M,F,"$10,000 ",1,Bachelors,Manual,Y,1
11335,MRS.,CARLA,RAMAN,6/24/1961,M,F,"$10,000 ",1,Bachelors,Manual,Y,1
11336,MR.,SHAUN,RAJI,3/12/1962,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y,2
11337,MR.,JEROME,ROMERO,9/21/1961,M,M,"$10,000 ",1,Bachelors,Manual,Y,1
11338,MR.,FRANK,NAVARRO,8/10/1961,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y,2
11339,MR.,DENNIS,SHE,7/8/1961,S,M,"$20,000 ",1,Graduate Degree,Clerical,Y,2
11340,MRS.,MELODY,MUNOZ,4/6/1936,M,F,"$10,000 ",1,Graduate Degree,Clerical,Y,1
11341,MR.,RANDY,ZENG,8/21/1936,M,M,"$20,000 ",1,Graduate Degree,Clerical,Y,2
11342,MR.,MARSHALL,WANG,3/11/1962,M,M,"$30,000 ",5,Graduate Degree,Clerical,Y,4
11343,MR.,ARTHUR,CARLSON,9/13/1958,M,M,"$10,000 ",1,Bachelors,Manual,Y,1
11344,MRS.,JESSIE,JIMENEZ,7/24/1957,M,F,"$10,000 ",1,Partial College,Manual,Y,1
11345,MRS.,ROBIN,RAMOS,3/12/1957,S,F,"$10,000 ",1,Partial College,Manual,Y,1
11346,MRS.,DEANNA,GUTIERREZ,5/22/1955,S,F,"$10,000 ",2,Partial College,Manual,Y,1
11347,MR.,ROY,NAVARRO,12/23/1955,M,M,"$10,000 ",2,Partial College,Manual,Y,1
11348,MR.,SHAWN,RAI,9/22/1955,M,M,"$10,000 ",2,Partial College,Manual,Y,1
11349,MRS.,MINDY,LUO,9/3/1954,M,F,"$10,000 ",2,Partial College,Manual,Y,1
11350,MRS.,CARA,ZHOU,1/14/1937,M,F,"$30,000 ",1,Graduate Degree,Clerical,Y,4
11351,MRS.,ANNE,RAMOS,4/6/1939,S,F,"$20,000 ",1,Bachelors,Clerical,Y,2
11352,MR.,RAYMOND,RODRIGUEZ,3/7/1940,M,M,"$10,000 ",2,Partial College,Manual,Y,1
11353,MRS.,CARRIE,ORTEGA,6/11/1941,S,F,"$30,000 ",1,Bachelors,Clerical,Y,4
11354,MRS.,DEANNA,SUAREZ,2/23/1942,M,F,"$20,000 ",1,Partial College,Manual,Y,2
11355,MR.,ROBERTO,GUTIERREZ,12/28/1942,M,M,"$40,000 ",1,Graduate Degree,Clerical,Y,5
11356,MR.,TERRENCE,CARSON,5/27/1980,S,M,"$10,000 ",0,Partial College,Manual,N,1
11357,MR.,RAMON,YE,3/23/1979,S,M,"$10,000 ",0,Partial College,Manual,N,1
11358,MS.,CYNTHIA,MALHOTRA,11/11/1978,S,F,"$10,000 ",0,Partial College,Manual,N,1
11359,MR.,JARROD,PRASAD,9/4/1978,S,M,"$10,000 ",0,Partial College,Manual,N,1
11360,MR.,TYRONE,SERRANO,8/2/1978,S,M,"$10,000 ",0,Partial College,Manual,Y,1
11361,MS.,CINDY,RAMOS,4/28/1977,M,F,"$10,000 ",0,High School,Manual,Y,1
11362,MR.,DAMIEN,SHAN,11/11/1977,M,M,"$10,000 ",0,High School,Manual,N,1
11363,MR.,JULIAN,ROSS,10/20/1977,S,M,"$10,000 ",0,High School,Manual,N,1
11365,MRS.,BRITTNEY,SUN,6/9/1979,S,F,"$10,000 ",1,High School,Manual,N,1
11366,MS.,VIRGINIA,PATEL,10/25/1979,M,F,"$20,000 ",0,Bachelors,Clerical,Y,2
11367,MR.,CALVIN,NARA,2/22/1979,M,M,"$20,000 ",0,Bachelors,Clerical,Y,2
11368,MR.,EDWARD,MILLER,11/25/1978,S,M,"$10,000 ",1,High School,Manual,N,1
11369,MS.,ASHLEE,TANG,8/4/1978,M,F,"$20,000 ",0,Bachelors,Clerical,N,2
11370,MS.,ALICIA,XU,4/1/1978,M,F,"$20,000 ",0,Bachelors,Clerical,Y,2
11371,MS.,LACEY,JAI,5/27/1978,M,F,"$20,000 ",0,Bachelors,Clerical,Y,2
11372,MS.,WENDY,ROMERO,5/15/1978,S,F,"$20,000 ",0,Bachelors,Clerical,Y,2
11373,MRS.,CARLY,LUO,9/20/1943,M,F,"$30,000 ",1,Bachelors,Clerical,Y,4
11374,MR.,JIMMY,ORTEGA,6/28/1943,S,M,"$30,000 ",1,Bachelors,Clerical,Y,4
11375,MR.,FRANCISCO,MARTINEZ,5/9/1943,M,M,"$30,000 ",1,Bachelors,Clerical,Y,4
11376,MR.,LANCE,VAZQUEZ,6/10/1943,S,M,"$40,000 ",1,Graduate Degree,Clerical,Y,5
11377,MR.,DAVID,ROBINETT,2/23/1961,M,M,"$30,000 ",4,Graduate Degree,Clerical,Y,4
11378,MRS.,SHANNON,LIANG,5/22/1960,S,F,"$10,000 ",1,High School,Manual,N,1
11379,MR.,GARY,VAZQUEZ,11/18/1959,M,M,"$10,000 ",1,High School,Manual,Y,1
11380,MR.,MITCHELL,KUMAR,3/2/1959,S,M,"$20,000 ",2,Partial College,Manual,Y,2
11381,MRS.,MEREDITH,RAMAN,8/22/1959,M,F,"$20,000 ",2,Partial College,Manual,Y,2
11382,MR.,EDWARD,PATTERSON,1/19/1958,M,M,"$20,000 ",2,Partial College,Manual,Y,2
11384,MRS.,TIFFANY,WANG,10/16/1960,M,F,"$30,000 ",3,Bachelors,Clerical,Y,4
11385,MR.,MIGUEL,ALLEN,8/11/1960,S,M,"$30,000 ",3,Bachelors,Clerical,Y,4
11387,MRS.,MEGAN,RAMIREZ,6/2/1959,S,F,"$40,000 ",3,Graduate Degree,Clerical,Y,5
11388,MR.,JOSEPH,MARTIN,7/24/1959,M,M,"$40,000 ",3,Graduate Degree,Clerical,Y,5
11389,MR.,KARL,SHAN,4/24/1970,S,M,"$10,000 ",1,High School,Manual,N,1
11390,MRS.,CHRISTINE,RAJI,10/19/1970,S,F,"$10,000 ",1,High School,Manual,N,1
11391,MRS.,LINDSAY,XIE,12/27/1970,S,F,"$10,000 ",2,High School,Manual,Y,1
11392,MR.,WILLIE,ZHAO,2/7/1970,S,M,"$10,000 ",2,High School,Manual,Y,1
11393,MR.,KURT,PAL,1/17/1969,S,M,"$10,000 ",2,High School,Manual,Y,1
11394,MR.,GEORGE,MCDONALD,10/23/1969,S,M,"$10,000 ",2,High School,Manual,Y,1
11395,MS.,BETH,GUTIERREZ,10/18/1970,S,F,"$30,000 ",0,Bachelors,Clerical,Y,4
11396,MR.,IAN,LOPEZ,10/5/1969,M,M,"$10,000 ",2,High School,Manual,N,1
11397,MS.,LATOYA,SHAN,6/4/1969,S,F,"$20,000 ",0,Partial College,Manual,N,2
11398,MR.,COLIN,NATH,9/9/1969,S,M,"$30,000 ",0,Bachelors,Clerical,Y,4
11399,MRS.,BRENDA,MEHTA,8/4/1969,S,F,"$30,000 ",1,Bachelors,Clerical,Y,4
11400,MR.,FRANKLIN,RAJI,4/19/1969,S,M,"$40,000 ",0,Graduate Degree,Clerical,Y,5
11401,MS.,LINDA,NAVARRO,8/26/1969,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y,5
11402,MS.,KELLI,CAI,11/20/1969,M,F,"$40,000 ",0,Graduate Degree,Clerical,Y,5
11403,MS.,NANCY,SCHMIDT,1/9/1969,S,F,"$40,000 ",0,Graduate Degree,Clerical,Y,5
11404,MRS.,MEGAN,TAYLOR,1/1/1952,S,F,"$10,000 ",3,Partial College,Manual,N,1
11405,MRS.,BONNIE,GOEL,2/17/1952,S,F,"$10,000 ",3,Partial College,Manual,N,1
11406,MRS.,LATOYA,XU,7/3/1952,M,F,"$20,000 ",2,Partial College,Manual,Y,2
11407,MR.,MARIO,SHE,4/2/1952,M,M,"$20,000 ",2,Partial College,Manual,Y,2
11408,MR.,DARREN,GILL,5/14/1953,M,M,"$10,000 ",2,High School,Manual,N,1
11409,MRS.,JACQUELINE,HAYES,3/5/1968,S,F,"$10,000 ",2,High School,Manual,Y,1
11410,MR.,MAURICE,GOEL,8/25/1968,M,M,"$20,000 ",1,Partial College,Manual,Y,2
11411,MR.,DEVIN,ROSS,2/12/1954,M,M,"$80,000 ",3,Partial College,Professional,N,9
11412,MRS.,SYDNEY,BRYANT,4/9/1954,S,F,"$80,000 ",4,Partial College,Professional,Y,9
11413,MRS.,MEGAN,STEWART,4/15/1954,M,F,"$80,000 ",4,Partial College,Professional,N,9
11414,MR.,IAN,RICHARDSON,3/18/1954,S,M,"$80,000 ",4,Partial College,Professional,Y,9
11415,MR.,RANDY,SHE,6/5/1944,S,M,"$90,000 ",5,Partial College,Professional,N,10
11416,MRS.,KATRINA,BECKER,3/19/1945,M,F,"$60,000 ",3,Partial High School,Skilled Manual,Y,7
11417,MRS.,LACEY,ZHENG,2/26/1945,M,F,"$70,000 ",5,High School,Professional,Y,8
11418,MR.,RAFAEL,HU,2/9/1945,S,M,"$90,000 ",5,Partial College,Professional,N,10
11419,MR.,KYLE,SCOTT,2/18/1945,M,M,"$150,000 ",3,Graduate Degree,Management,Y,15
11420,MR.,JORDAN,TURNER,7/12/1946,M,M,"$100,000 ",2,Bachelors,Management,Y,11
11421,MRS.,AMY,SUN,7/19/1946,M,F,"$110,000 ",3,Bachelors,Management,Y,12
11422,MR.,DUSTIN,DENG,9/1/1946,M,M,"$170,000 ",4,Bachelors,Management,Y,17
11423,MRS.,JASMINE,STEWART,11/5/1954,M,F,"$80,000 ",4,Partial College,Professional,N,9
11424,MRS.,PAMELA,GARCIA,12/7/1953,M,F,"$80,000 ",4,Partial College,Professional,Y,9
11425,MRS.,ARIANA,GRAY,8/6/1954,M,F,"$90,000 ",4,High School,Professional,Y,10
11426,MR.,KRISTOPHER,MEHTA,10/2/1953,M,M,"$110,000 ",3,Bachelors,Management,Y,12
11427,MRS.,DESIREE,DOMINGUEZ,12/18/1953,M,F,"$110,000 ",2,Partial College,Professional,Y,12
11428,MRS.,DEANNA,PEREZ,8/22/1953,S,F,"$120,000 ",2,Bachelors,Management,Y,13
11429,MR.,MARCO,LOPEZ,7/16/1952,M,M,"$80,000 ",4,Partial College,Professional,Y,9
11430,MRS.,CASEY,YUAN,3/24/1952,M,F,"$90,000 ",4,High School,Professional,Y,10
11431,MR.,BRYANT,GARCIA,10/27/1952,M,M,"$110,000 ",4,Partial College,Professional,Y,12
11432,MRS.,DOMINIQUE,PRASAD,9/11/1951,M,F,"$80,000 ",4,High School,Professional,Y,9
11433,MR.,MAURICE,SHAN,9/2/1951,M,M,"$80,000 ",5,High School,Professional,N,9
11434,MR.,ANDRE,LOPEZ,5/6/1951,M,M,"$170,000 ",5,Partial College,Professional,Y,17
11435,MRS.,ROBIN,ROMERO,3/6/1950,S,F,"$100,000 ",3,Partial College,Management,Y,11
11436,MRS.,TAYLOR,COX,9/18/1950,M,F,"$160,000 ",3,Partial College,Management,N,16
11437,MR.,ALFREDO,MORENO,12/17/1949,M,M,"$90,000 ",4,High School,Management,Y,10
11438,MRS.,JENNY,NARA,10/14/1949,M,F,"$130,000 ",4,High School,Management,Y,14
11439,MRS.,JANET,MUNOZ,5/17/1948,M,F,"$90,000 ",4,High School,Management,N,10
11440,MR.,SERGIO,WEBER,9/27/1947,M,M,"$80,000 ",5,Partial High School,Skilled Manual,N,9
11441,MRS.,ERIKA,GOMEZ,6/12/1947,M,F,"$90,000 ",5,Partial High School,Skilled Manual,N,10
11442,MR.,JOSEPH,HARRIS,11/14/1947,M,M,"$90,000 ",5,Partial High School,Skilled Manual,Y,10
11443,MS.,GRACE,GRIFFIN,5/22/1976,S,F,"$60,000 ",0,Bachelors,Professional,N,7
11444,MS.,TINA,MEHTA,4/28/1976,M,F,"$70,000 ",0,Bachelors,Professional,Y,8
11445,MS.,KARI,KIM,7/21/1974,S,F,"$70,000 ",0,Bachelors,Professional,N,8
11446,MS.,BETHANY,CHANDER,8/12/1974,S,F,"$70,000 ",0,Bachelors,Professional,N,8
11447,MS.,JENNIFER,ROBERTS,8/16/1974,M,F,"$70,000 ",0,Bachelors,Professional,Y,8
11448,MR.,KYLE,PATTERSON,4/28/1975,S,M,"$80,000 ",0,Bachelors,Professional,Y,9
11449,MR.,ALVIN,HU,2/2/1975,M,M,"$80,000 ",0,Bachelors,Professional,Y,9
11450,MR.,BRETT,MEHTA,11/12/1975,S,M,"$130,000 ",4,High School,Management,Y,14
11451,MR.,RUBEN,MUÑOZ,11/9/1974,S,M,"$70,000 ",0,Bachelors,Professional,N,8
11452,MS.,ERIKA,RUBIO,11/5/1973,S,F,"$80,000 ",0,Bachelors,Professional,N,9
11453,MR.,STANLEY,MALHOTRA,8/21/1973,S,M,"$80,000 ",0,Bachelors,Professional,N,9
11454,MS.,MELINDA,NAVARRO,4/22/1974,S,F,"$80,000 ",0,Bachelors,Professional,N,9
11455,MR.,ROSS,SANZ,4/21/1974,M,M,"$100,000 ",0,High School,Management,Y,11
11456,MR.,JON,GAO,7/8/1974,M,M,"$120,000 ",5,Partial High School,Professional,Y,13
11457,MS.,JAIME,GUTIERREZ,5/21/1973,M,F,"$90,000 ",0,Bachelors,Professional,Y,10
11458,MS.,BIANCA,LIU,4/5/1973,M,F,"$100,000 ",0,High School,Management,Y,11
11459,MS.,TASHA,DENG,10/13/1972,S,F,"$80,000 ",0,Bachelors,Professional,N,9
11460,MR.,MELVIN,CHANDE,10/7/1972,S,M,"$90,000 ",0,Bachelors,Professional,N,10
11461,MR.,VICTOR,JIMENEZ,3/25/1972,S,M,"$90,000 ",0,Bachelors,Professional,N,10
11462,MS.,LAURA,LIN,1/19/1972,M,F,"$110,000 ",0,High School,Management,Y,12
11463,MS.,ALISHA,BECK,3/12/1972,M,F,"$110,000 ",0,High School,Management,N,12
11464,MR.,ALEJANDRO,HUANG,11/16/1971,M,M,"$90,000 ",0,Bachelors,Professional,Y,10
11465,MR.,LOUIS,LUO,2/19/1971,M,M,"$90,000 ",0,Bachelors,Professional,N,10
11466,MR.,GRANT,TANG,8/3/1971,M,M,"$150,000 ",0,Partial High School,Management,Y,15
11467,MR.,ARTURO,ZHENG,10/7/1969,M,M,"$170,000 ",1,Graduate Degree,Management,Y,17
11468,MRS.,JACLYN,ANDERSEN,6/18/1975,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11469,MR.,EDWIN,RAJI,4/16/1973,S,M,"$10,000 ",0,Partial High School,Manual,N,1
11470,MR.,JAY,SUAREZ,9/25/1973,S,M,"$20,000 ",0,Partial High School,Manual,N,2
11471,MS.,LATASHA,SUAREZ,9/25/1973,S,F,"$30,000 ",0,Partial College,Clerical,Y,4
11472,MR.,KENNETH,KUMAR,4/3/1963,S,M,"$60,000 ",3,Bachelors,Professional,Y,7
11473,MS.,GRACE,HENDERSON,8/2/1980,S,F,"$20,000 ",0,Partial High School,Manual,N,2
11474,MR.,MELVIN,XU,2/22/1980,S,M,"$20,000 ",0,Partial High School,Manual,Y,2
11475,Unknown,CESAR,SUBRAM,10/9/1978,S,Unknown,"$30,000 ",0,High School,Manual,N,4
11476,MRS.,ERIKA,NAVARRO,11/17/1974,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11477,MR.,TRISTAN,HUGHES,6/25/1973,S,M,"$30,000 ",0,High School,Manual,N,4
11478,MR.,BILLY,HERNANDEZ,2/25/1973,S,M,"$30,000 ",0,High School,Manual,N,4
11479,MR.,DARRYL,WU,4/22/1973,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11480,MRS.,COLLEEN,MA,3/11/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11481,MRS.,ERICA,HU,5/23/1973,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11482,MS.,ADRIENNE,TORRES,7/19/1972,S,F,"$30,000 ",0,High School,Manual,N,4
11483,MR.,CALVIN,CHANDE,5/22/1972,M,M,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11484,MR.,ERICK,SAI,3/6/1972,S,M,"$40,000 ",2,Partial College,Clerical,Y,5
11485,MR.,DONALD,CHANDRA,8/7/1972,M,M,"$40,000 ",2,Partial College,Clerical,N,5
11486,MS.,ARIANA,ROGERS,5/25/1971,S,F,"$10,000 ",0,Partial High School,Manual,Y,1
11487,MS.,MORGAN,JONES,7/9/1971,S,F,"$10,000 ",0,Partial High School,Manual,N,1
11488,MR.,JERMAINE,LOPEZ,9/21/1971,S,M,"$20,000 ",0,Partial High School,Manual,Y,2
11489,MS.,DEBORAH,GOEL,3/7/1971,S,F,"$20,000 ",0,Partial High School,Manual,N,2
11490,MR.,DANNY,RUBIO,1/6/1971,S,M,"$20,000 ",0,Partial High School,Manual,N,2
11491,MR.,ANDRE,PEREZ,4/6/1971,M,M,"$20,000 ",0,Partial High School,Manual,N,2
11492,MR.,TERRENCE,CHANDER,11/19/1971,S,M,"$30,000 ",0,High School,Manual,N,4
11493,MRS.,DAWN,WU,12/2/1970,S,F,"$40,000 ",2,Partial College,Clerical,Y,5
11495,MR.,FRANCIS,JIMENEZ,9/4/1971,S,M,"$40,000 ",2,Partial College,Clerical,Y,5
11496,MR.,GARY,ORTEGA,10/17/1970,S,M,"$40,000 ",2,Partial College,Clerical,Y,5
11497,MRS.,KATRINA,NATH,11/26/1970,S,F,"$40,000 ",2,Partial College,Clerical,Y,5
11499,MR.,PEDRO,VANCE,11/14/1974,S,M,"$40,000 ",3,Partial College,Clerical,Y,5
11500,MS.,SARAH,SIMMONS,9/18/1974,S,F,"$40,000 ",0,Graduate Degree,Skilled Manual,Y,5
11501,MRS.,BRANDY,CHANDRA,7/7/1975,S,F,"$40,000 ",3,Partial College,Clerical,Y,5
11502,MR.,JARED,PETERSON,3/7/1975,S,M,"$40,000 ",4,Partial College,Clerical,Y,5
11503,MR.,DENNIS,WU,10/13/1930,M,M,"$50,000 ",1,Graduate Degree,Skilled Manual,Y,6
11504,MRS.,JORDAN,BAKER,4/20/1931,M,F,"$40,000 ",1,Bachelors,Skilled Manual,Y,5
11505,MS.,JASMINE,POWELL,7/7/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
11506,MR.,NICHOLAS,BROWN,5/17/1966,S,M,"$60,000 ",0,Graduate Degree,Skilled Manual,N,7
11507,MS.,ISABELLA,RUSSELL,11/20/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
11508,MS.,ELIZABETH,WILSON,7/7/1966,S,F,"$60,000 ",0,Graduate Degree,Skilled Manual,Y,7
11509,MRS.,ROGER,HARUI,7/26/1953,M,F,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
11510,MR.,SETH,ROBERTS,7/13/1953,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
11511,MR.,CALEB,PERRY,6/14/1953,M,M,"$30,000 ",1,Bachelors,Skilled Manual,Y,4
11512,MRS.,NATALIE,CAMPBELL,8/13/1954,S,F,"$20,000 ",3,Partial High School,Manual,Y,2
11513,MRS.,ALYSSA,HOWARD,9/27/1954,S,F,"$20,000 ",3,Partial High School,Manual,N,2
11514,MR.,DALTON,DIAZ,4/20/1954,M,M,"$30,000 ",1,High School,Clerical,Y,4
11515,MRS.,SHANNON,HUANG,2/25/1954,M,F,"$30,000 ",1,High School,Clerical,Y,4
11516,MRS.,MYA,GONZALES,10/21/1954,M,F,"$30,000 ",1,High School,Clerical,Y,4
11517,MRS.,KATHERINE,BRYANT,6/20/1954,M,F,"$40,000 ",1,Partial College,Clerical,Y,5
11518,MR.,EDWARD,WASHINGTON,5/10/1955,M,M,"$40,000 ",1,Partial College,Clerical,Y,5
